source_,tgt_,model_id,model_human,pair,mqm_score,comet_xl,comet_xxl,prometheus,gemba_all_orig,gemba_all_literary,gemba_acc_literary,gemba_flu_literary,gemba_all_literary,gemba_sty_literary,gemba_term_literary,mqm_score_acc,mqm_score_fluency,mqm_score_style,mqm_score_term
»Es ist mir eine Fre,"“I am delighted, dea",m2m//3040,m2m,de-en,-0.4444444444444444,0.774447202682495,0.699534237384796,4,-1.3333333333333333,-1.3333333333333333,-5,-5,-1.3333333333333333,-2,0,-1,-2,-2,0
»Es ist mir eine Fre,‘It gives me great p,translator2//3041,translator,de-en,-1.1111111111111112,0.6188589930534361,0.339058309793472,4,-1.3333333333333333,-1.3333333333333333,-5,-5,-1.3333333333333333,-2,0,-5,0,-5,0
"Diese Hermine, die i",Though I saw Hermine,translator1//3042,translator,de-en,0.0,0.6106489300727841,0.6888076663017271,4,-1.7142857142857142,-1.7142857142857142,-5,-5,-1.7142857142857142,-2,0,0,0,0,0
"Diese Hermine, die i","This Hermione, whom ",Qwen/Qwen2-beta-7B-Chat//3043,qwen2-beta-7b-chat,de-en,-2.2857142857142856,0.7075760364532471,0.72710508108139,4,-4.571428571428571,-5.285714285714286,-30,-5,-5.285714285714286,-2,0,-10,0,0,0
"Diese Hermine, die i","This Hermione, whom ",m2m//3044,m2m,de-en,-4.142857142857143,0.612401366233825,0.528569400310516,4,-8.142857142857142,-8.857142857142858,-50,-6,-8.857142857142858,-6,0,-16,-6,-6,0
"Diese Hermine, die i","This Hermione, whom ",deepl//3045,deepl,de-en,-0.2857142857142857,0.78058922290802,0.799426257610321,4,-0.8571428571428571,-1.0,-5,-1,-1.0,-1,0,0,0,-1,0
"Diese Hermine, die i","This Hermine, whom I",gpt4o//3046,gpt4o,de-en,-0.14285714285714285,0.7912431955337521,0.845705151557922,4,-1.0,-1.0,-5,-1,-1.0,-1,0,0,0,0,0
"Diese Hermine, die i","This hermine, whom I",google/gemma-1.1-7b-it//3047,gemma-1.1-7b-it,de-en,-1.7142857142857142,0.709858238697052,0.8015720844268791,4,-4.571428571428571,-5.285714285714286,-30,-5,-5.285714285714286,-2,0,-11,-1,0,0
"Diese Hermine, die i","This Hermine, whom I",google_translate//3048,google translate,de-en,-0.5714285714285714,0.784640073776245,0.8812434077262871,4,-1.0,-1.0,-5,-1,-1.0,-1,0,-1,-1,-2,0
"Diese Hermine, die i","This Hermine, whom I",nllb//3049,nllb,de-en,-1.7142857142857142,0.682163834571838,0.6079832315444941,4,-4.571428571428571,-5.285714285714286,-30,-6,-5.285714285714286,-1,0,-6,-1,-5,0
"Diese Hermine, die i","This Hermine, whom I",Unbabel/TowerInstruct-7B-v0.2//3050,towerinstruct-7b-v0.2,de-en,-0.8571428571428571,0.785691261291503,0.8496896028518671,4,-1.7142857142857142,-1.0,-5,-1,-1.0,-1,0,-5,-1,0,0
"Diese Hermine, die i",The Hermione I was s,translator2//3051,translator,de-en,-0.14285714285714285,0.7832174301147461,0.7059190869331361,4,-0.8571428571428571,-1.0,-5,-1,-1.0,-1,0,0,0,0,0
"Diese Hermine, die i","Hermine, whom I saw ",meta-llama/Meta-Llama-3-8B-Instruct//3052,meta-llama-3-8b-instruct,de-en,-0.8571428571428571,0.715997517108917,0.8068958520889281,4,-1.0,-1.7142857142857142,-5,-6,-1.7142857142857142,-1,0,-5,-1,0,0
Zurück führt überhau,"There is, in fact, n",translator1//3053,translator,de-en,-0.75,0.292781472206115,0.165744990110397,4,-0.25,-1.5,-5,-5,-1.5,-2,0,-5,0,-1,0
Zurück führt überhau,There is no way back,nllb//3054,nllb,de-en,-1.25,0.165910065174102,0.364592581987381,4,-0.875,-1.5,-5,-5,-1.5,-2,0,-9,0,-1,0
Zurück führt überhau,There is no way back,google_translate//3055,google translate,de-en,-0.25,0.213299855589866,0.466755837202072,5,-0.25,-1.5,-5,-5,-1.5,-2,0,-2,0,0,0
Zurück führt überhau,There is no way back,m2m//3056,m2m,de-en,-1.375,0.134439378976821,0.291542112827301,4,-4.625,-4.625,-26,-5,-4.625,-6,0,-9,-1,-1,0
Zurück führt überhau,There is no way back,deepl//3057,deepl,de-en,-0.25,0.12027134746313,0.318594962358474,3,-0.875,-1.5,-5,-5,-1.5,-2,0,-1,0,-1,0
Zurück führt überhau,There is no way back,gpt4o//3058,gpt4o,de-en,-1.375,0.16370677947998,0.421284258365631,4,-0.875,-1.5,-5,-5,-1.5,-1,-1,-9,0,-2,0
Zurück führt überhau,There is no way back,translator2//3059,translator,de-en,-0.25,0.185835063457489,0.176866382360458,2,-0.875,-1.5,-5,-5,-1.5,-1,-1,-2,0,0,0
Zurück führt überhau,There is no path tha,meta-llama/Meta-Llama-3-8B-Instruct//3060,meta-llama-3-8b-instruct,de-en,-2.875,0.161458179354667,0.431202381849288,5,-0.875,-1.5,-5,-5,-1.5,-2,0,-16,-1,-6,0
Zurück führt überhau,There is no path bac,google/gemma-1.1-7b-it//3061,gemma-1.1-7b-it,de-en,-3.875,0.156790599226951,0.378572851419448,4,-0.875,-1.5,-5,-5,-1.5,-1,-1,-25,-1,-6,0
Zurück führt überhau,None of the ways lea,Qwen/Qwen2-beta-7B-Chat//3062,qwen2-beta-7b-chat,de-en,-4.125,0.178609669208526,0.41385617852211,1,-1.5,-1.5,-5,-5,-1.5,-2,0,-29,-2,-3,0
Zurück führt überhau,"""There is no way bac",Unbabel/TowerInstruct-7B-v0.2//3063,towerinstruct-7b-v0.2,de-en,-0.5,0.159762278199195,0.255597859621048,4,-0.875,-1.5,-5,-5,-1.5,-2,0,-4,0,0,0
Und so ließ sie sich,And so she refused t,translator1//115,translator,de-en,-5.428571428571429,0.16713997721672,0.077517792582511,2,-1.7142857142857142,-1.8571428571428572,-5,-6,-1.8571428571428572,-2,0,-24,-1,-13,0
Und so ließ sie sich,"And so, she resisted",Qwen_Qwen2-beta-7B-Chat//116,qwen2-beta-7b-chat,de-en,-5.857142857142857,0.045523386448621,0.215862438082695,2,-8.857142857142858,-8.857142857142858,-50,-10,-8.857142857142858,-2,0,-18,-11,-2,0
Und so ließ sie sich,And so she did not l,m2m100_418M//117,m2m,de-en,-15.428571428571429,0.096914134919643,0.081053651869297,5,-13.142857142857142,-13.285714285714286,-30,-57,-13.285714285714286,-6,0,-83,-12,-3,-10
Und so ließ sie sich,And so she was not d,nllb//118,nllb,de-en,-6.285714285714286,0.191010519862175,0.134771212935447,1,-5.285714285714286,-5.285714285714286,-25,-6,-5.285714285714286,-6,0,-35,-1,-8,0
Und so ließ sie sich,And so she held fast,translator3//119,translator,de-en,-1.5714285714285714,0.103677779436111,0.210989981889724,4,-1.7142857142857142,-1.7142857142857142,-5,-5,-1.7142857142857142,-2,0,-2,-5,-4,0
Und so ließ sie sich,And so she did not a,DeepL//120,deepl,de-en,-4.142857142857143,0.125226989388465,0.111586943268775,4,-1.7142857142857142,-1.7142857142857142,-5,-5,-1.7142857142857142,-2,0,-21,-7,-1,0
Und so ließ sie sich," And so, she did not",Unbabel_TowerInstruct-7B-v0.2//121,towerinstruct-7b-v0.2,de-en,-3.0,0.136245086789131,0.273041605949401,2,-1.7142857142857142,-1.7142857142857142,-5,-6,-1.7142857142857142,-1,0,-4,-8,-9,0
Und so ließ sie sich,And so she was not d,GPT-4o//122,gpt4o,de-en,-2.2857142857142856,0.139849081635475,0.207936704158782,2,-1.1428571428571428,-1.7142857142857142,-5,-5,-1.7142857142857142,-2,0,-6,-7,-3,0
Und so ließ sie sich,And so she did not l,Google Translate//123,google translate,de-en,-4.428571428571429,0.133512616157531,0.097304016351699,4,-1.7142857142857142,-1.7142857142857142,-5,-5,-1.7142857142857142,-2,0,-11,-15,-5,0
Und so ließ sie sich,"And so, she couldn't",meta-llama_Meta-Llama-3-8B-Instruct//124,meta-llama-3-8b-instruct,de-en,-1.8571428571428572,0.103869535028934,0.200637236237525,4,-1.7142857142857142,-1.7142857142857142,-5,-5,-1.7142857142857142,-2,0,-1,-6,-6,0
Und so ließ sie sich,And so she did not l,translator2//125,translator,de-en,-2.5714285714285716,0.170066595077514,0.274863213300704,3,-1.7142857142857142,-1.8571428571428572,-5,-6,-1.8571428571428572,-2,0,-8,-1,-9,0
Und so ließ sie sich,They stubbornly clun,google_gemma-1.1-7b-it//126,gemma-1.1-7b-it,de-en,-7.857142857142857,0.133329078555107,0.221378147602081,3,-5.285714285714286,-5.285714285714286,-30,-5,-5.285714285714286,-2,0,-50,-1,-4,0
Leise schmeichelnd b,In soft-spoken sycop,translator3//2138,translator,de-en,-3.5,0.678951740264892,0.5763473510742181,4,-3.0,-3.0,-5,-5,-3.0,-2,0,-13,0,0,-1
Leise schmeichelnd b,He quietly lamented ,m2m_100//2139,m2m,de-en,-5.0,0.617064595222473,0.523004591464996,4,-8.0,-8.0,-25,-5,-8.0,-2,0,-12,-1,-6,-1
Leise schmeichelnd b,He was silently flat,nllb//2140,nllb,de-en,-5.25,0.519008934497833,0.5761449337005611,4,-3.0,-3.25,-5,-5,-3.25,-2,-1,-17,-1,-3,0
Leise schmeichelnd b,"Quietly cajoling, he",deepl//2141,deepl,de-en,-0.25,0.7580159306526181,0.5978285670280451,4,-0.25,-3.0,-5,-5,-3.0,-2,0,0,0,0,0
Leise schmeichelnd b,"Silently, he lamente",batch1_Unbabel_TowerInstruct-7B-v0.2//2142,towerinstruct-7b-v0.2,de-en,-2.25,0.53139591217041,0.442555963993072,4,-2.75,-2.75,-5,-5,-2.75,-1,0,-8,0,-1,0
Leise schmeichelnd b,He deplored the inci,translator2//2143,translator,de-en,-1.25,0.5802035331726071,0.563411474227905,4,-3.0,-3.0,-5,-5,-3.0,-1,-1,0,0,0,0
Leise schmeichelnd b,"Quietly flattering, ",translation_gpt4o//2144,gpt4o,de-en,-1.75,0.6887652873992921,0.5991797447204591,4,-2.75,-3.0,-5,-5,-3.0,-2,0,-7,0,0,0
Leise schmeichelnd b,"Softly, apologetical",batch1_Qwen_Qwen2-beta-7B-Chat//2145,qwen2-beta-7b-chat,de-en,-1.75,0.389347314834594,0.517599463462829,4,-1.75,-1.75,-5,-1,-1.75,-1,0,0,-1,-1,0
Leise schmeichelnd b,He ingratiatingly re,translator1//2146,translator,de-en,-2.75,0.535502016544342,0.482821494340896,4,-3.0,-3.0,-5,-1,-3.0,-6,0,-7,-1,-3,0
Leise schmeichelnd b,"Silently, he commise",batch1_meta-llama_Meta-Llama-3-8B-Instruct//2147,meta-llama-3-8b-instruct,de-en,-2.0,0.388209342956542,0.419403463602066,4,-2.75,-3.0,-5,-5,-3.0,-2,0,-1,-2,0,0
Leise schmeichelnd b,Quietly stroking his,batch1_google_gemma-1.1-7b-it//2148,gemma-1.1-7b-it,de-en,-4.5,0.290986537933349,0.251607596874237,4,-3.0,-3.0,-5,-5,-3.0,-2,0,-12,0,-1,0
Leise schmeichelnd b,He expressed his reg,google translate//2149,google translate,de-en,-1.0,0.6905969381332391,0.6536566615104671,4,-2.75,-2.75,-5,-5,-2.75,-1,0,-3,-1,0,0
»Haben Sie auch nur ,‘Did you understood ,translator2//2150,translator,de-en,-1.3846153846153846,0.268555909395217,0.238553285598754,2,-2.5384615384615383,-2.923076923076923,-25,-6,-2.923076923076923,-6,-1,-16,-1,-2,0
»Haben Sie auch nur ,Do you understand a ,batch1_meta-llama_Meta-Llama-3-8B-Instruct//2151,meta-llama-3-8b-instruct,de-en,-1.3076923076923077,0.245538935065269,0.22620141506195,2,-0.9230769230769231,-2.5384615384615383,-26,-5,-2.5384615384615383,-1,-1,-10,-1,-4,-2
»Haben Sie auch nur ,"""Did you understand ",nllb//2152,nllb,de-en,-3.923076923076923,0.144046917557716,0.079123273491859,2,-4.769230769230769,-4.769230769230769,-51,-5,-4.769230769230769,-6,0,-49,0,-2,0
»Haben Sie auch nur ,"""Did you understand ",deepl//2153,deepl,de-en,-1.6923076923076923,0.339597970247268,0.14237992465496,5,-0.9230769230769231,-0.9230769230769231,-5,-5,-0.9230769230769231,-2,0,-19,-1,-2,0
»Haben Sie auch nur ,"""Did you understand ",translation_gpt4o//2154,gpt4o,de-en,-0.5384615384615384,0.440794110298156,0.086359031498432,4,-0.9230769230769231,-0.9230769230769231,-5,-5,-0.9230769230769231,-2,0,-3,-3,-1,0
»Haben Sie auch nur ,“Did you understand ,translator1//2155,translator,de-en,-1.0769230769230769,0.288136661052703,0.158691331744194,2,-0.9230769230769231,-0.9230769230769231,-5,-5,-0.9230769230769231,-2,0,-9,-2,-2,-2
»Haben Sie auch nur ,"""Did you even unders",batch1_Unbabel_TowerInstruct-7B-v0.2//2156,towerinstruct-7b-v0.2,de-en,-1.1538461538461537,0.336069524288177,0.101420432329177,4,-0.9230769230769231,-0.9230769230769231,-5,-5,-0.9230769230769231,-2,0,-13,0,-2,0
»Haben Sie auch nur ,"""Did you even unders",batch1_Qwen_Qwen2-beta-7B-Chat//2157,qwen2-beta-7b-chat,de-en,-1.5384615384615385,0.291018694639205,0.22546349465847,4,-0.9230769230769231,-0.9230769230769231,-5,-5,-0.9230769230769231,-2,0,-17,-1,-2,0
»Haben Sie auch nur ,"""Did you understand ",batch1_google_gemma-1.1-7b-it//2158,gemma-1.1-7b-it,de-en,-2.076923076923077,0.300955682992935,0.132776945829391,4,-0.9230769230769231,-0.9230769230769231,-5,-5,-0.9230769230769231,-2,0,-22,0,-2,0
»Haben Sie auch nur ,"""Did you understand ",google translate//2159,google translate,de-en,-0.3076923076923077,0.322178721427917,0.176562085747718,2,-0.5384615384615384,-0.9230769230769231,-5,-5,-0.9230769230769231,-2,0,-3,0,-1,0
»Haben Sie auch nur ,“Did you understand ,translator3//2160,translator,de-en,-0.6153846153846154,0.305066615343093,0.225665137171745,4,-0.9230769230769231,-0.9230769230769231,-5,-5,-0.9230769230769231,-2,0,-1,-4,-4,0
»Haben Sie auch nur ,“Have you understood,m2m_100//2161,m2m,de-en,-5.769230769230769,0.248823717236518,0.107774771749973,4,-4.769230769230769,-4.769230769230769,-51,-5,-4.769230769230769,-6,0,-66,-1,-4,0
Wenn die Putzfrau ko,When the cleaning la,google_translate//3064,google translate,de-en,-1.7142857142857142,0.715651035308837,0.8832704424858091,1,-1.0,-4.571428571428571,-30,-1,-4.571428571428571,-1,0,-6,-5,-1,0
Wenn die Putzfrau ko,When the cleaning la,deepl//3065,deepl,de-en,-1.7142857142857142,0.7761908769607541,0.8592197895050041,1,-1.0,-1.0,-5,-1,-1.0,-1,0,-6,-5,-1,0
Wenn die Putzfrau ko,When the cleaning la,meta-llama/Meta-Llama-3-8B-Instruct//3066,meta-llama-3-8b-instruct,de-en,-2.0,0.6780730485916131,0.8621387481689451,1,-1.0,-1.7142857142857142,-5,-5,-1.7142857142857142,-1,-1,-11,-1,-2,0
Wenn die Putzfrau ko,When the cleaning la,nllb//3067,nllb,de-en,-2.2857142857142856,0.5722609758377071,0.587742328643798,2,-4.571428571428571,-4.571428571428571,-30,-1,-4.571428571428571,-1,0,-15,-1,0,0
Wenn die Putzfrau ko,When the cleaning la,gpt4o//3068,gpt4o,de-en,-0.7142857142857143,0.809777617454528,0.8542605042457581,4,-0.8571428571428571,-1.0,-5,-1,-1.0,-1,0,0,0,0,0
Wenn die Putzfrau ko,When the cleaning la,google/gemma-1.1-7b-it//3069,gemma-1.1-7b-it,de-en,-1.4285714285714286,0.748079657554626,0.74181067943573,4,-0.8571428571428571,-1.7142857142857142,-10,-1,-1.7142857142857142,-1,0,-10,0,0,0
Wenn die Putzfrau ko,When the cleaner com,m2m//3070,m2m,de-en,-2.7142857142857144,0.327741652727127,0.275883823633193,4,-12.428571428571429,-16.0,-100,-10,-16.0,-2,0,-5,-13,-1,0
Wenn die Putzfrau ko,When the cleaner com,Unbabel/TowerInstruct-7B-v0.2//3071,towerinstruct-7b-v0.2,de-en,-1.7142857142857142,0.73382568359375,0.7257257699966431,4,-5.142857142857143,-1.7142857142857142,-5,-6,-1.7142857142857142,-1,0,-10,-2,0,0
Wenn die Putzfrau ko,When the cleaner arr,Qwen/Qwen2-beta-7B-Chat//3072,qwen2-beta-7b-chat,de-en,-1.2857142857142858,0.7696980834007261,0.7890524864196771,4,-1.0,-1.5714285714285714,-5,-5,-1.5714285714285714,-1,0,-8,-1,0,0
Wenn die Putzfrau ko,Each time the cleani,translator1//3073,translator,de-en,0.0,0.7104140520095821,0.496490955352783,4,-4.571428571428571,-1.5714285714285714,-5,-5,-1.5714285714285714,-1,0,0,0,0,0
"Kairos, der Gott des","Kairos, the god of t",Unbabel/TowerInstruct-7B-v0.2//3074,towerinstruct-7b-v0.2,de-en,-3.888888888888889,0.316911429166793,0.435140222311019,2,-0.7777777777777778,-0.7777777777777778,-5,-1,-0.7777777777777778,-1,0,-22,-3,-10,0
"Kairos, der Gott des","Kairos, the god of t",google/gemma-1.1-7b-it//3075,gemma-1.1-7b-it,de-en,-6.333333333333333,0.301264613866806,0.39056047797203,4,-3.5555555555555554,-4.111111111111111,-26,-5,-4.111111111111111,-5,-1,-37,-7,-13,0
"Kairos, der Gott des","Kairos, the god of t",nllb//3076,nllb,de-en,-1.0,0.365855634212493,0.435445874929428,5,-0.7777777777777778,-0.7777777777777778,-5,-1,-0.7777777777777778,-1,0,-6,0,-3,0
"Kairos, der Gott des","Kairos, the god of t",m2m//3077,m2m,de-en,-6.111111111111111,0.305402874946594,0.34058791399002,3,-6.888888888888889,-7.0,-50,-6,-7.0,-6,-1,-41,-5,-9,0
"Kairos, der Gott des","Kairos, the god of t",deepl//3078,deepl,de-en,-2.0,0.297830253839492,0.418236166238784,4,-1.3333333333333333,-0.7777777777777778,-5,-1,-0.7777777777777778,-1,0,-12,-2,-4,0
"Kairos, der Gott des","Kairos, the god of t",gpt4o//3079,gpt4o,de-en,-0.4444444444444444,0.42054745554924,0.412123203277587,2,-0.7777777777777778,-1.3333333333333333,-5,-5,-1.3333333333333333,-1,-1,-2,0,-2,0
"Kairos, der Gott des","Kairos, the god of l",Qwen/Qwen2-beta-7B-Chat//3080,qwen2-beta-7b-chat,de-en,-1.5555555555555556,0.301749378442764,0.371700972318649,5,-0.7777777777777778,-1.4444444444444444,-5,-5,-1.4444444444444444,-2,-1,-11,0,-3,0
"Kairos, der Gott des","Kairos, the god of h",meta-llama/Meta-Llama-3-8B-Instruct//3081,meta-llama-3-8b-instruct,de-en,-1.1111111111111112,0.455841034650802,0.45908635854721,4,-1.3333333333333333,-0.7777777777777778,-5,-1,-0.7777777777777778,-1,0,-6,-2,-2,0
"Kairos, der Gott des","Kairos, the god of h",google_translate//3082,google translate,de-en,-1.5555555555555556,0.534777879714965,0.445503026247024,4,-0.7777777777777778,-1.3333333333333333,-5,-5,-1.3333333333333333,-2,0,-11,-2,-1,0
Die eine Welt war da,一个世界是我的父宅。它甚至窄小，只住着我,translator1//34,translator,de-zh,-0.16666666666666666,0.225186169147491,0.235233783721923,4,-6.0,-6.166666666666667,-30,-5,-6.166666666666667,-1,-1,0,0,0,0
Die eine Welt war da,这个世界是家，但它更紧密，实际上只包括我,Qwen_Qwen2-beta-7B-Chat//35,qwen2-beta-7b-chat,de-zh,-1.6666666666666667,0.203472420573234,0.233510673046112,4,-2.0,-1.1666666666666667,-5,-1,-1.1666666666666667,-1,0,-10,0,0,0
Die eine Welt war da,"一个世界是父亲之家,但它甚至更接近,它实",m2m100_418M//36,m2m,de-zh,-8.833333333333334,0.153745979070663,0.232315644621849,4,-10.333333333333334,-10.333333333333334,-50,-6,-10.333333333333334,-6,0,-46,0,-7,0
Die eine Welt war da,"另一个世界是父亲的家,但它更为狭窄, 我",nllb//37,nllb,de-zh,-3.8333333333333335,0.191101342439651,0.209454581141471,3,-6.166666666666667,-7.0,-30,-6,-7.0,-6,0,-17,-6,0,0
Die eine Welt war da,一个世界是父亲主持的家，是个亲密的小世界,translator3//38,translator,de-zh,-0.6666666666666666,0.247163504362106,0.234783396124839,4,-2.0,-2.0,-5,-5,-2.0,-2,0,-3,-1,0,0
Die eine Welt war da,一个世界是父亲的家，但它更狭窄，实际上只,DeepL//39,deepl,de-zh,-0.8333333333333334,0.303470939397811,0.227524101734161,3,-2.0,-2.0,-5,-5,-2.0,-2,0,0,0,0,0
Die eine Welt war da,同一个世界，是父母的家，但它又更为紧密，,Unbabel_TowerInstruct-7B-v0.2//40,towerinstruct-7b-v0.2,de-zh,-4.166666666666667,0.246285811066627,0.231011107563972,4,-2.0,-2.0,-5,-5,-2.0,-2,0,-22,-1,-2,0
Die eine Welt war da,那个世界是父亲的家，但它甚至更狭窄，实际,GPT-4o//41,gpt4o,de-zh,-1.0,0.314032793045043,0.232346802949905,5,-1.8333333333333333,-2.0,-5,-5,-2.0,-2,0,-1,-5,-1,0
Die eine Welt war da,一个世界是我父亲的房子，但它更窄，实际上,Google Translate//42,google translate,de-zh,-2.5,0.228634163737297,0.231281608343124,4,-1.1666666666666667,-2.0,-5,-5,-2.0,-2,0,-10,-5,-5,0
Die eine Welt war da,有一個世界是家庭，实际上，它只包含我的父,meta-llama_Meta-Llama-3-8B-Instruct//43,meta-llama-3-8b-instruct,de-zh,-5.0,0.21318432688713,0.228598624467849,4,-14.5,-15.333333333333334,-80,-6,-15.333333333333334,-6,0,-25,0,-5,0
Die eine Welt war da,一个世界是父亲的家，但这个世界窄小一些，,translator2//44,translator,de-zh,-1.3333333333333333,0.185147419571876,0.23389495909214,4,-6.166666666666667,-6.166666666666667,-30,-5,-6.166666666666667,-1,-1,-7,0,-2,0
Die eine Welt war da,这个世界上，我的家园，即使是如此狭小，只,google_gemma-1.1-7b-it//45,gemma-1.1-7b-it,de-zh,-6.0,0.229754641652107,0.226818904280662,4,-2.0,-6.166666666666667,-30,-5,-6.166666666666667,-2,0,-31,-5,0,0
Ich beginne meine Ge,我从一个关于我的经历开始，这是十岁到十一,meta-llama_Meta-Llama-3-8B-Instruct//46,meta-llama-3-8b-instruct,de-zh,-9.5,0.243728578090667,0.201515272259712,3,-10.25,-10.5,-30,-6,-10.5,-5,-1,-38,0,0,0
Ich beginne meine Ge,我以一个经历开始讲述我的故事，那是在我大,GPT-4o//47,gpt4o,de-zh,-3.75,0.124032773077487,0.217846170067787,3,-1.75,-3.0,-5,-5,-3.0,-2,0,-10,0,0,0
Ich beginne meine Ge,"我开始我的故事,经历了我大约十到十岁的时",m2m100_418M//48,m2m,de-zh,-14.25,0.308579683303833,0.203902468085289,3,-15.5,-15.5,-50,-6,-15.5,-6,0,-47,0,-10,0
Ich beginne meine Ge,我的故事要从我十岁或十一岁时的一段经历说,DeepL//49,deepl,de-zh,-2.0,0.150619968771934,0.220393151044845,3,-9.25,-9.25,-30,-1,-9.25,-6,0,-7,-1,0,0
Ich beginne meine Ge,我的故事要从我十岁那年，还在小城中读拉丁,translator1//50,translator,de-zh,-1.25,0.214412555098533,0.202856138348579,3,-9.25,-9.25,-30,-5,-9.25,-1,-1,0,0,0,0
Ich beginne meine Ge,我的故事开始时，我已十岁，正在我所在小城,translator3//51,translator,de-zh,-6.75,0.090710513293743,0.206514552235603,3,-9.25,-9.25,-30,-5,-9.25,-1,-1,-26,-1,-10,0
Ich beginne meine Ge,我想从一件经历开始讲故事，那次是我大约十,Unbabel_TowerInstruct-7B-v0.2//52,towerinstruct-7b-v0.2,de-zh,-4.0,0.058098603039979,0.22148585319519,3,-9.25,-9.25,-30,-5,-9.25,-2,0,-16,0,0,0
Ich beginne meine Ge,我以一段记忆开始我的故事，那是我大约十岁,Qwen_Qwen2-beta-7B-Chat//53,qwen2-beta-7b-chat,de-zh,-2.75,0.186269372701644,0.211527630686759,3,-3.0,-9.25,-30,-5,-9.25,-2,0,-11,0,0,0
Ich beginne meine Ge,我的故事要从我上我们小城拉丁文学校时的一,translator2//54,translator,de-zh,-1.75,0.110566765069961,0.215485334396362,3,-3.0,-3.0,-5,-5,-3.0,-1,-1,-7,0,0,0
Ich beginne meine Ge,我有时候回想起十多岁的时候，在我们的城市,google_gemma-1.1-7b-it//55,gemma-1.1-7b-it,de-zh,-13.25,0.295756876468658,0.201771676540374,3,-9.25,-9.25,-30,-5,-9.25,-1,-1,-47,0,0,-1
Ich beginne meine Ge,"我从一个经历开始讲述我的故事, 那时我大",nllb//56,nllb,de-zh,-12.25,0.268729984760284,0.202634185552597,3,-15.5,-9.25,-30,-5,-9.25,-1,-1,-36,-8,-5,0
Ich beginne meine Ge,我的故事以我十岁或十一岁时在我们镇上的拉,Google Translate//57,google translate,de-zh,-4.0,0.062343060970306,0.203880473971366,3,-9.25,-9.25,-30,-5,-9.25,-1,-1,-11,0,0,-5
Die andere Welt inde,"然而,另一个世界已经开始在我们自己的家中",m2m//1084,m2m,de-zh,-10.4,0.266544938087463,0.204073578119277,4,-12.4,-12.4,-50,-5,-12.4,-6,0,-51,-1,-10,0
Die andere Welt inde,另一种世界已经从我们自己的家中开始，它完,batch1_google_gemma-1.1-7b-it//1085,gemma-1.1-7b-it,de-zh,-15.0,0.069366291165351,0.213212385773658,4,-12.4,-6.2,-25,-5,-6.2,-1,0,-60,0,-15,0
Die andere Welt inde,然而，另一个世界就从我们自己的房子中间开,google translate//1086,google translate,de-zh,-0.2,0.065241299569606,0.226956903934478,4,-7.4,-7.2,-25,-5,-7.2,-6,0,0,0,0,0
Die andere Welt inde,然而，另一个世界从我们家的中心开始，完全,deepl//1087,deepl,de-zh,-3.2,0.062963560223579,0.230149403214454,4,-2.2,-7.4,-30,-5,-7.4,-2,0,-16,0,0,0
Die andere Welt inde,另一个世界也从我们的家中延伸出来，却是完,translator3//1088,translator,de-zh,-1.0,0.319802492856979,0.210735037922859,6,-7.4,-12.6,-55,-7,-12.6,-1,0,0,0,0,0
Die andere Welt inde,然而，另一个世界却已悄然在我们家中开启，,batch1_Qwen_Qwen2-beta-7B-Chat//1089,qwen2-beta-7b-chat,de-zh,-1.2,0.118144519627094,0.224216684699058,6,-1.4,-2.4,-5,-5,-2.4,-2,0,-6,0,0,0
Die andere Welt inde,"另一世界却是从我们家中开始的, 完全不同",nllg//1090,nllb,de-zh,-36.2,0.236165672540664,0.209210097789764,6,-12.4,-12.4,-50,-6,-12.4,-6,0,-56,0,0,0
Die andere Welt inde,另一个世界也始于我们家中，光景却截然不同,translator1//1091,translator,de-zh,0.0,0.033533655107021,0.219544842839241,6,-2.6,-7.4,-30,-5,-7.4,-2,0,0,0,0,0
Die andere Welt inde,与此同时，另一个世界也已经在我们自己的家,translator2//1092,translator,de-zh,-1.6,0.114740185439586,0.044526375830173,6,-2.4,-2.4,-5,-5,-2.4,-1,-1,-6,0,-2,0
Die andere Welt inde,然而，另一个世界已经在我们自己的家中开始,translation_gpt4o//1093,gpt4o,de-zh,0.0,0.085845947265625,0.223799258470535,6,-2.4,-2.4,-5,-5,-2.4,-2,0,0,0,0,0
Die andere Welt inde,然而，另外一个世界已经开始在我们自己的家,batch1_meta-llama_Meta-Llama-3-8B-Instruct//1094,meta-llama-3-8b-instruct,de-zh,-0.2,0.098937399685382,0.221336618065834,6,-2.4,-2.4,-5,-5,-2.4,-1,-1,0,0,0,0
Die andere Welt inde,却在我们的家中的中间开始了另一个世界，这,batch1_Unbabel_TowerInstruct-7B-v0.2//1095,towerinstruct-7b-v0.2,de-zh,-33.4,0.104721903800964,0.228404521942138,6,-7.4,-7.4,-30,-5,-7.4,-2,0,-35,0,-7,0
Und das Seltsamste w,最奇怪的是，两个世界是如何相互交界，它们,batch1_Qwen_Qwen2-beta-7B-Chat//1096,qwen2-beta-7b-chat,de-zh,-1.5,0.226895079016685,0.011203370057046,2,-0.5833333333333334,-3.0833333333333335,-30,-5,-3.0833333333333335,-2,0,-18,0,-1,0
